Day,dT,Type,Destination,Handling,Terms,Expected bid,Distance,route
0,40,RO/RO,Prometheus,none,CIF,37528,2,f
0,60,dry bulk,Prometheus,none,DFD,50148,2,f
0,100,break bulk,Prometheus,none,CIF,98739,2,f
0,50,break bulk,Prometheus,none,DFD,66740,2,f
0,90,dry bulk,Prometheus,none,CIF,94611,2,f
0,70,dry bulk,Prometheus,none,CIF,90807,2,f
0,6,dry bulk,Procyon,none,CIF,11813,4,ff
1,5,break bulk,Hephaistos,none,CIF,11493,5,f--
1,45,container,Junction,none,DEQ,48977,2,f
1,30,break bulk,Barnard,none,CIF,25960,2,M
1,50,break bulk,Nusku,none,CIF,145293,6,MMM
1,70,wet bulk,Nusku,none,CIF,220608,6,MMM
1,70,break bulk,Nusku,none,CIF,171468,6,MMM
1,50,wet bulk,Nusku,none,CIF,127743,6,MMM
1,50,wet bulk,Nusku,fragile++,CIF,144102,6,MMM
1,60,dry bulk,Nusku,none,DES,160541,6,MMM
1,70,break bulk,Nusku,none,FAS,243159,6,MMM
1,60,wet bulk,Nusku,none,DEQ,102770,6,MMM
1,40,RO/RO,Nusku,fragile++,CIF,121773,6,MMM
1,2,wet bulk,Ember,none,FAS,5470,4,f-
1,3,wet bulk,Hades,none,EXW,7071,4,f-
1,40,wet bulk,Prometheus,none,CIF,53128,2,f
1,30,dry bulk,Prometheus,perishable+++,DEQ,42142,2,f
1,80,break bulk,Prometheus,valuable+,CIF,81715,2,f
1,10,dry bulk,Prometheus,flamable+++,CIF,10726,2,f
1,50,break bulk,Prometheus,none,CIF,47312,2,f
1,60,break bulk,Prometheus,none,CIF,59460,2,f
1,20,break bulk,Prometheus,explosive+,DEQ,26885,2,f
1,10,break bulk,Prometheus,living+++,EXW,12350,2,f
1,50,break bulk,Prometheus,explosive+++,DFD,58147,2,f
1,10,break bulk,Prometheus,none,CIF,11050,2,f
1,60,break bulk,Prometheus,none,CIF,67260,2,f
1,70,break bulk,Prometheus,none,DFD,81015,2,f
1,50,break bulk,Prometheus,fragile+,CIF,42853,2,f
1,70,break bulk,Prometheus,perishable+,CIF,104902,2,f
1,90,dry bulk,Prometheus,none,FOB,84323,2,f
1,50,break bulk,Prometheus,none,CIF,40812,2,f
1,50,dry bulk,Prometheus,none,DFD,32615,2,f
1,50,container,Prometheus,none,CIF,57062,2,f
1,30,dry bulk,Prometheus,none,CIF,28845,2,f
1,50,break bulk,Prometheus,flamable+,CIF,46265,2,f
1,80,RO/RO,Prometheus,none,CIF,36223,2,f
1,30,break bulk,Prometheus,flamable+++,EXW,34695,2,f
1,90,container,Prometheus,none,CIF,65361,2,f
1,50,break bulk,Prometheus,none,FOB,32597,2,f
1,90,RO/RO,Prometheus,none,CIF,77061,2,f
1,50,break bulk,Prometheus,none,CIF,50562,2,f
1,40,wet bulk,Prometheus,none,DEQ,42134,2,f
1,30,dry bulk,Prometheus,valuable++,EXW,21045,2,f
1,30,break bulk,Prometheus,none,CIF,26895,2,f
1,30,dry bulk,Prometheus,none,CIF,34695,2,f
1,40,container,Prometheus,none,FAS,43061,2,f
1,40,container,Prometheus,none,CIF,53128,2,f
1,70,break bulk,Prometheus,fragile+,CIF,104902,2,f
1,40,break bulk,Prometheus,none,EXW,54835,2,f
1,70,break bulk,Prometheus,none,DES,72607,2,f
1,90,container,Prometheus,none,CIF,71211,2,f
1,50,wet bulk,Prometheus,living+,CIF,42853,2,f
1,70,break bulk,Prometheus,none,CIF,77157,2,f
1,2,break bulk,Calgary,flamable,CIF,6222,5,f--
1,25,wet bulk,Peraspera,flamable++,CIF,22591,2,f
1,20,container,Peraspera,none,CIF,30940,2,f
1,35,break bulk,Mirabilis,none,CIF,221058,10,fffff
2,4,break bulk,Hephaistos,fragile+,DES,15797,5,f--
2,2,wet bulk,Agidda,biohazard,CIF,5182,4,MM
2,3,RO/RO,Forlorn,none,CIF,8860,6,f--
2,70,dry bulk,Nusku,fragile+,DES,258799,6,MMM
2,70,wet bulk,Nusku,none,CIF,196038,6,MMM
2,90,wet bulk,Nusku,none,FOB,211423,6,MMM
2,70,wet bulk,Nusku,perishable,CIF,220608,6,MMM
2,60,dry bulk,Nusku,fragile+++,CIF,201779,6,MMM
2,40,break bulk,Nusku,none,CIF,87284,6,MMM
2,60,break bulk,Nusku,none,DEQ,202805,6,MMM
2,60,wet bulk,Nusku,none,DES,213191,6,MMM
2,50,break bulk,Nusku,living+++,DFD,149033,6,MMM
2,60,RO/RO,Nusku,flamable++,DES,166679,6,MMM
2,80,dry bulk,Nusku,none,FAS,118889,6,MMM
2,60,dry bulk,Nusku,none,DFD,113885,6,MMM
2,60,break bulk,Nusku,none,CIF,202661,6,MMM
2,40,break bulk,Nusku,flamable++,CIF,129183,6,MMM
2,50,break bulk,Nusku,none,CIF,136518,6,MMM
2,10,break bulk,Nusku,explosive,CIF,29835,6,MMM
2,50,wet bulk,Nusku,none,DFD,125577,6,MMM
2,4,break bulk,Inferno,none,CIF,14394,5,f--
2,8,RO/RO,Hades,explosive++,CIF,14196,4,f-
2,7,break bulk,Hades,corrosive,CIF,18200,4,f-
2,10,break bulk,Prometheus,none,CIF,7800,2,f
2,10,break bulk,Prometheus,none,CIF,10400,2,f
2,50,break bulk,Prometheus,none,DFD,56503,2,f
2,30,wet bulk,Prometheus,valuable++,EXW,24945,2,f
2,60,dry bulk,Prometheus,none,CIF,67260,2,f
2,40,dry bulk,Prometheus,none,CIF,55728,2,f
2,70,break bulk,Prometheus,none,CIF,54407,2,f
2,50,dry bulk,Prometheus,perishable+,DES,39440,2,f
2,50,break bulk,Prometheus,valuable, perishable,FOB,60312,2,f
2,40,break bulk,Prometheus,flamable,DES,53054,2,f
2,70,break bulk,Prometheus,radioactive+,CIF,100125,2,f
2,30,wet bulk,Prometheus,fragile+,CIF,34382,2,f
2,40,dry bulk,Prometheus,none,CIF,50528,2,f
2,70,dry bulk,Prometheus,none,CIF,63507,2,f
2,20,RO/RO,Prometheus,none,DFD,22932,2,f
2,80,break bulk,Prometheus,fragile+,FOB,41423,2,f
2,70,container,Prometheus,living++,DEQ,89877,2,f
2,20,break bulk,Prometheus,none,CIF,23140,2,f
2,20,dry bulk,Prometheus,none,CIF,21840,2,f
2,30,wet bulk,Prometheus,none,DEQ,24145,2,f
2,60,container,Prometheus,flamable,CIF,59460,2,f
2,70,dry bulk,Prometheus,none,CIF,99907,2,f
2,25,dry bulk,Peraspera,none,DEQ,17472,2,f
3,2,RO/RO,Hephaistos,fragile+++,DEQ,6408,5,f--
3,25,break bulk,Junction,none,FAS,23527,2,f
3,25,break bulk,Junction,explosive+++,DES,32605,2,f
3,20,break bulk,Junction,fragile+,DEQ,24025,2,f
3,2,break bulk,Forlorn,none,CIF,8247,6,f--
3,50,container,Nusku,none,EXW,113549,6,MMM
3,30,break bulk,Nusku,biohazard++,FOB,82207,6,MMM
3,10,break bulk,Nusku,none,FOB,24863,6,MMM
3,50,wet bulk,Nusku,none,CIF,136518,6,MMM
3,30,break bulk,Nusku,none,CIF,67350,6,MMM
3,70,RO/RO,Nusku,none,FOB,208352,6,MMM
3,10,container,Nusku,none,CIF,33345,6,MMM
3,50,dry bulk,Nusku,none,CIF,154068,6,MMM
3,60,wet bulk,Nusku,none,DEQ,147230,6,MMM
3,40,container,Nusku,none,CIF,94304,6,MMM
3,2,dry bulk,Ember,none,DEQ,4408,4,f-
3,30,break bulk,Prometheus,none,DES,36645,2,f
3,100,wet bulk,Prometheus,fragile+++,DEQ,38800,2,f
3,60,break bulk,Prometheus,fragile+++,CIF,52536,2,f
3,40,wet bulk,Prometheus,none,CIF,42728,2,f
3,90,break bulk,Prometheus,none,CIF,71211,2,f
3,50,dry bulk,Prometheus,none,CIF,31062,2,f
3,20,dry bulk,Prometheus,none,CIF,19240,2,f
3,10,break bulk,Prometheus,fragile,DES,8873,2,f
3,60,wet bulk,Prometheus,fragile+++,CIF,82566,2,f
3,30,break bulk,Prometheus,flamable+,CIF,42572,2,f
3,80,break bulk,Prometheus,none,CIF,20623,2,f
3,70,container,Prometheus,biohazard++,CIF,100125,2,f
3,50,break bulk,Prometheus,none,CIF,37562,2,f
3,70,dry bulk,Prometheus,perishable,DES,90570,2,f
3,50,container,Prometheus,none,CIF,50562,2,f
3,20,container,Prometheus,valuable+++,FOB,27027,2,f
3,10,break bulk,Prometheus,fragile+++,CIF,11441,2,f
3,90,break bulk,Prometheus,none,FAS,50978,2,f
3,60,break bulk,Prometheus,fragile+,EXW,60192,2,f
3,70,dry bulk,Prometheus,living++,CIF,100125,2,f
3,10,break bulk,Prometheus,none,CIF,9750,2,f
3,90,dry bulk,Prometheus,none,CIF,82911,2,f
3,90,break bulk,Prometheus,living+++,DFD,81893,2,f
3,90,break bulk,Prometheus,perishable++,EXW,65361,2,f
3,80,dry bulk,Prometheus,none,CIF,15423,2,f
3,70,break bulk,Prometheus,flamable++,CIF,109680,2,f
3,30,break bulk,Prometheus,none,DEQ,20050,2,f
3,60,container,Prometheus,none,CIF,55560,2,f
3,60,dry bulk,Prometheus,corrosive++,DFD,63894,2,f
3,60,wet bulk,Prometheus,none,EXW,57024,2,f
3,100,break bulk,Prometheus,corrosive+++,CIF,87163,2,f
3,60,break bulk,Prometheus,none,FAS,60192,2,f
3,20,container,Peraspera,flamable,CIF,24440,2,f
3,20,break bulk,Peraspera,corrosive+++,CIF,24025,2,f
3,5,break bulk,Procyon,none,CIF,10494,4,ff
4,8,break bulk,Hephaistos,valuable+,CIF,24570,5,f--
4,40,break bulk,Nusku,flamable,CIF,101324,6,MMM
4,20,container,Nusku,none,CIF,55458,6,MMM
4,50,break bulk,Nusku,living+++,CIF,112686,6,MMM
4,20,break bulk,Nusku,living+++,CIF,81120,6,MMM
4,40,wet bulk,Nusku,none,CIF,115364,6,MMM
4,50,dry bulk,Nusku,none,CIF,154068,6,MMM
4,100,dry bulk,Nusku,flamable,CIF,249045,6,MMM
4,70,break bulk,Nusku,fragile,DES,258799,6,MMM
4,100,break bulk,Prometheus,biohazard,CIF,85739,2,f
4,30,break bulk,Prometheus,living++,CIF,32335,2,f
4,40,break bulk,Prometheus,corrosive++,CIF,39404,2,f
4,10,wet bulk,Prometheus,none,FAS,9263,2,f
4,50,wet bulk,Prometheus,none,FAS,48034,2,f
4,50,container,Prometheus,none,CIF,63562,2,f
4,80,break bulk,Prometheus,none,CIF,57023,2,f
4,50,dry bulk,Prometheus,fragile+,CIF,46265,2,f
4,80,break bulk,Prometheus,none,FOB,44292,2,f
4,70,dry bulk,Prometheus,none,DFD,85792,2,f
4,70,dry bulk,Prometheus,none,CIF,109007,2,f
4,60,break bulk,Prometheus,flamable++,DFD,86319,2,f
4,70,dry bulk,Prometheus,valuable+,DEQ,104892,2,f
4,60,RO/RO,Prometheus,none,CIF,55560,2,f
4,30,break bulk,Prometheus,none,CIF,24945,2,f
4,50,break bulk,Prometheus,living+++,CIF,66344,2,f
4,40,break bulk,Prometheus,none,CIF,50528,2,f
4,50,wet bulk,Prometheus,none,DEQ,39440,2,f
4,30,dry bulk,Prometheus,none,DES,26895,2,f
4,20,wet bulk,Prometheus,none,FOB,21983,2,f
4,50,wet bulk,Prometheus,none,EXW,45506,2,f
4,40,dry bulk,Prometheus,none,DES,37528,2,f
4,50,dry bulk,Prometheus,none,FAS,41859,2,f
4,30,break bulk,Prometheus,none,DES,38595,2,f
4,60,dry bulk,Prometheus,none,DES,63360,2,f
4,30,break bulk,Prometheus,none,EXW,29470,2,f
4,60,dry bulk,Prometheus,none,FOB,67602,2,f
4,30,dry bulk,Prometheus,none,FOB,16288,2,f
4,60,break bulk,Prometheus,none,EXW,71064,2,f
4,60,RO/RO,Prometheus,radioactive+++,FOB,78813,2,f
4,40,container,Prometheus,none,CIF,53128,2,f
4,10,break bulk,Prometheus,none,CIF,12350,2,f
4,50,dry bulk,Prometheus,none,DFD,42853,2,f
4,90,break bulk,Prometheus,corrosive,DFD,78332,2,f
4,70,container,Prometheus,none,CIF,104457,2,f
4,50,wet bulk,Prometheus,none,CIF,47312,2,f
4,40,break bulk,Prometheus,none,CIF,34928,2,f
4,40,RO/RO,Prometheus,fragile++,CIF,36674,2,f
4,90,wet bulk,Prometheus,living,DFD,97637,2,f
4,20,wet bulk,Prometheus,fragile+,CIF,25662,2,f
5,9,wet bulk,Hephaistos,none,CIF,21938,5,f--
5,15,wet bulk,Barnard,flamable+,EXW,16410,2,M
5,3,wet bulk,Forlorn,none,FOB,10084,6,f--
5,60,break bulk,Nusku,living,DEQ,169460,6,MMM
5,40,break bulk,Nusku,none,CIF,129404,6,MMM
5,70,wet bulk,Nusku,none,CIF,232893,6,MMM
5,10,dry bulk,Nusku,none,EXW,23400,6,MMM
5,30,break bulk,Nusku,none,CIF,67350,6,MMM
5,30,break bulk,Nusku,perishable++,FAS,77880,6,MMM
5,50,break bulk,Nusku,none,CIF,92643,6,MMM
5,60,break bulk,Nusku,explosive++,CIF,225035,6,MMM
5,3,break bulk,Hades,fragile++,CIF,7840,4,f-
5,70,RO/RO,Prometheus,none,CIF,86257,2,f
5,30,break bulk,Prometheus,none,FOB,23698,2,f
5,30,break bulk,Prometheus,none,FAS,29255,2,f
5,50,break bulk,Prometheus,none,DEQ,29203,2,f
5,50,wet bulk,Prometheus,flamable,CIF,27812,2,f
5,40,container,Prometheus,valuable++,FOB,53054,2,f
5,40,wet bulk,Prometheus,none,CIF,60928,2,f
5,30,RO/RO,Prometheus,none,DFD,36430,2,f
5,40,dry bulk,Prometheus,none,CIF,37528,2,f
5,50,wet bulk,Prometheus,fragile+++,CIF,66344,2,f
5,60,break bulk,Prometheus,none,CIF,47760,2,f
5,60,break bulk,Prometheus,living++,FOB,66528,2,f
5,50,break bulk,Prometheus,explosive+++,CIF,41319,2,f
5,80,break bulk,Prometheus,none,CIF,41423,2,f
5,50,break bulk,Prometheus,none,CIF,24562,2,f
5,60,dry bulk,Prometheus,none,FAS,56487,2,f
5,60,RO/RO,Prometheus,perishable+,CIF,66528,2,f
5,70,container,Prometheus,radioactive+++,CIF,99887,2,f
5,30,dry bulk,Prometheus,none,DES,30795,2,f
5,60,container,Prometheus,none,DFD,58338,2,f
5,50,RO/RO,Prometheus,fragile+,DES,59915,2,f
5,50,wet bulk,Prometheus,fragile+,DFD,48469,2,f
5,10,break bulk,Prometheus,none,CIF,11050,2,f
5,40,break bulk,Prometheus,none,DES,50528,2,f
5,40,break bulk,Prometheus,living++,FAS,42728,2,f
5,20,break bulk,Prometheus,none,DEQ,25662,2,f
5,70,break bulk,Prometheus,corrosive+++,CIF,84872,2,f
5,60,break bulk,Prometheus,fragile,CIF,59460,2,f
5,90,break bulk,Prometheus,none,DFD,80914,2,f
5,90,break bulk,Prometheus,none,CIF,65361,2,f
5,90,RO/RO,Prometheus,none,FOB,62093,2,f
5,30,RO/RO,Prometheus,living++,CIF,30287,2,f
5,80,container,Prometheus,none,CIF,72623,2,f
5,50,break bulk,Peraspera,none,CIF,40812,2,f
5,35,dry bulk,Peraspera,fragile++,CIF,29701,2,f
6,2,break bulk,Sarpedon,none,DFD,8815,8,ffff
6,2,break bulk,Sarpedon,none,CIF,10476,8,ffff
6,7,wet bulk,Hephaistos,corrosive++,CIF,21499,5,f--
6,35,break bulk,Junction,none,CIF,35112,2,f
6,25,break bulk,Barnard,none,DEQ,18896,2,M
6,80,break bulk,Nusku,corrosive+,FAS,111842,6,MMM
6,20,dry bulk,Nusku,biohazard+,CIF,69654,6,MMM
6,80,break bulk,Nusku,none,CIF,69722,6,MMM
6,50,break bulk,Nusku,perishable+++,CIF,171186,6,MMM
6,10,dry bulk,Nusku,none,DES,36855,6,MMM
6,20,wet bulk,Nusku,none,CIF,69498,6,MMM
6,50,dry bulk,Nusku,flamable+,CIF,125577,6,MMM
6,10,break bulk,Nusku,none,CIF,31590,6,MMM
6,30,break bulk,Nusku,none,CIF,67350,6,MMM
6,40,dry bulk,Nusku,none,CIF,143444,6,MMM
6,8,break bulk,Inferno,none,CIF,24700,5,f--
6,5,RO/RO,Inferno,biohazard+,DES,18892,5,f--
6,2,break bulk,Hades,none,CIF,6798,4,f-
6,40,break bulk,Prometheus,none,DFD,42134,2,f
6,10,break bulk,Prometheus,perishable+++,CIF,8580,2,f
6,60,dry bulk,Prometheus,perishable+++,CIF,91146,2,f
6,90,break bulk,Prometheus,valuable++,DES,97637,2,f
6,70,break bulk,Prometheus,none,DEQ,71460,2,f
6,60,dry bulk,Prometheus,none,CIF,90660,2,f
6,10,break bulk,Prometheus,none,CIF,15600,2,f
6,20,break bulk,Prometheus,none,CIF,29640,2,f
6,60,break bulk,Prometheus,biohazard+++,CIF,69696,2,f
6,50,break bulk,Prometheus,explosive+,DEQ,59194,2,f
6,40,wet bulk,Prometheus,radioactive+++,FOB,31214,2,f
6,50,dry bulk,Prometheus,fragile+++,FOB,36028,2,f
6,80,break bulk,Prometheus,perishable++,CIF,65335,2,f
6,70,break bulk,Prometheus,none,DES,86257,2,f
6,40,break bulk,Prometheus,none,DEQ,42134,2,f
6,60,break bulk,Prometheus,valuable,CIF,63360,2,f
6,30,wet bulk,Prometheus,none,DES,36645,2,f
6,30,break bulk,Prometheus,perishable+++,FAS,38477,2,f
6,60,break bulk,Prometheus,none,CIF,51660,2,f
6,20,wet bulk,Prometheus,none,CIF,25740,2,f
6,40,break bulk,Prometheus,fragile++,CIF,47594,2,f
6,20,break bulk,Prometheus,none,DES,24440,2,f
6,50,break bulk,Prometheus,none,DFD,63328,2,f
6,40,wet bulk,Prometheus,none,CIF,47928,2,f
6,20,dry bulk,Prometheus,biohazard+++,DES,36895,2,f
6,50,break bulk,Prometheus,none,CIF,63562,2,f
6,30,break bulk,Prometheus,radioactive+,CIF,42572,2,f
6,50,wet bulk,Prometheus,radioactive+++,CIF,59194,2,f
6,10,RO/RO,Prometheus,explosive,CIF,11050,2,f
6,40,wet bulk,Prometheus,none,CIF,40128,2,f
6,20,break bulk,Prometheus,none,DES,29640,2,f
6,100,dry bulk,Prometheus,flamable,CIF,98739,2,f
6,50,break bulk,Prometheus,corrosive,FAS,38772,2,f
6,70,container,Prometheus,none,CIF,90807,2,f
6,40,break bulk,Prometheus,none,CIF,34928,2,f
6,70,wet bulk,Prometheus,flamable++,CIF,104902,2,f
6,60,break bulk,Prometheus,fragile++,CIF,62433,2,f
6,50,dry bulk,Prometheus,living++,EXW,44062,2,f
6,20,break bulk,Prometheus,none,CIF,25740,2,f
6,60,break bulk,Prometheus,none,CIF,67260,2,f
6,60,break bulk,Prometheus,none,DFD,66528,2,f
6,40,RO/RO,Prometheus,none,FOB,48001,2,f
6,40,break bulk,Prometheus,none,DEQ,58514,2,f
6,40,break bulk,Prometheus,fragile+++,EXW,58328,2,f
6,10,break bulk,Prometheus,none,DES,11700,2,f
6,40,break bulk,Prometheus,none,CIF,45328,2,f
6,40,break bulk,Prometheus,none,CIF,47928,2,f
6,40,break bulk,Prometheus,living,CIF,40128,2,f
6,50,RO/RO,Prometheus,perishable+,CIF,49678,2,f
6,2,break bulk,Calgary,none,CIF,6222,5,f--
6,6,break bulk,Calgary,none,EXW,13290,5,f--
6,10,dry bulk,Peraspera,none,DEQ,12285,2,f
6,30,break bulk,Peraspera,fragile+,FOB,24945,2,f
6,40,break bulk,Peraspera,perishable+,CIF,44864,2,f
6,30,break bulk,Peraspera,none,FOB,27403,2,f
6,20,container,Peraspera,valuable,CIF,23140,2,f
7,3,wet bulk,Hephaistos,none,CIF,7871,5,f--
7,35,break bulk,Junction,flamable++,CIF,44034,2,f
7,40,container,Junction,perishable,CIF,45328,2,f
7,20,dry bulk,Barnard,radioactive+++,CIF,25740,2,M
7,25,dry bulk,Barnard,none,CIF,14976,2,M
7,10,break bulk,Barnard,none,CIF,8190,2,M
7,2,wet bulk,Forlorn,none,DES,6687,6,f--
7,60,break bulk,Nusku,perishable+++,CIF,131579,6,MMM
7,60,wet bulk,Nusku,perishable+++,FOB,191690,6,MMM
7,70,wet bulk,Nusku,none,DES,196038,6,MMM
7,10,break bulk,Nusku,fragile++,CIF,38903,6,MMM
7,70,break bulk,Prometheus,none,CIF,86257,2,f
7,90,container,Prometheus,fragile+,DEQ,78332,2,f
7,70,break bulk,Prometheus,none,DES,86257,2,f
7,40,break bulk,Prometheus,corrosive+++,FAS,36674,2,f
7,90,break bulk,Prometheus,none,EXW,64090,2,f
7,60,wet bulk,Prometheus,none,CIF,59460,2,f
7,100,wet bulk,Prometheus,valuable++,CIF,62726,2,f
7,40,dry bulk,Prometheus,none,DEQ,61244,2,f
7,90,wet bulk,Prometheus,fragile,DFD,97637,2,f
7,80,break bulk,Prometheus,none,DES,57023,2,f
7,80,break bulk,Prometheus,none,CIF,31023,2,f
7,50,break bulk,Prometheus,valuable+,FOB,66812,2,f
7,90,break bulk,Prometheus,none,CIF,71211,2,f
7,20,dry bulk,Prometheus,fragile, flamable,DES,25662,2,f
7,60,break bulk,Prometheus,none,CIF,47760,2,f
7,25,wet bulk,Peraspera,fragile++,DEQ,27242,2,f
8,50,break bulk,Nusku,none,CIF,75093,6,MMM
8,40,dry bulk,Nusku,biohazard+,DFD,112583,6,MMM
8,50,break bulk,Nusku,none,CIF,162843,6,MMM
8,40,dry bulk,Nusku,flamable,DEQ,136593,6,MMM
8,4,dry bulk,Inferno,fragile+++,DFD,15058,5,f--
8,40,break bulk,Prometheus,none,DFD,50324,2,f
8,70,dry bulk,Prometheus,none,DES,95357,2,f
8,90,wet bulk,Prometheus,explosive++,FOB,80914,2,f
8,90,wet bulk,Prometheus,none,EXW,53560,2,f
8,60,wet bulk,Prometheus,perishable+,CIF,62433,2,f
8,60,break bulk,Prometheus,perishable+++,CIF,86856,2,f
8,40,break bulk,Prometheus,none,CIF,47928,2,f
8,20,break bulk,Prometheus,corrosive+,CIF,24297,2,f
8,90,break bulk,Prometheus,corrosive,CIF,65361,2,f
8,40,break bulk,Prometheus,none,CIF,45328,2,f
8,30,break bulk,Prometheus,corrosive,CIF,30795,2,f
8,60,container,Prometheus,none,CIF,51660,2,f
8,10,break bulk,Prometheus,none,DES,12350,2,f
8,50,break bulk,Prometheus,none,DFD,42853,2,f
8,60,break bulk,Prometheus,none,CIF,67260,2,f
8,20,break bulk,Prometheus,perishable++,DES,34034,2,f
8,60,wet bulk,Prometheus,none,DES,51660,2,f
8,40,break bulk,Prometheus,none,CIF,45328,2,f
8,90,break bulk,Prometheus,none,CIF,118011,2,f
9,5,break bulk,Junction,corrosive+,FOB,6222,2,f
9,20,dry bulk,Barnard,none,EXW,22672,2,M
9,30,break bulk,Barnard,none,CIF,27715,2,M
9,60,break bulk,Nusku,none,CIF,118421,6,MMM
9,70,break bulk,Nusku,none,CIF,208323,6,MMM
9,10,break bulk,Nusku,none,DES,29835,6,MMM
9,60,dry bulk,Nusku,biohazard++,DFD,138158,6,MMM
9,60,break bulk,Nusku,none,CIF,128951,6,MMM
9,3,break bulk,Inferno,living,DFD,13484,5,f--
9,40,break bulk,Prometheus,none,EXW,29095,2,f
9,30,wet bulk,Prometheus,none,CIF,30795,2,f
9,40,RO/RO,Prometheus,corrosive++,CIF,55784,2,f
9,70,dry bulk,Prometheus,none,DFD,85792,2,f
9,10,break bulk,Prometheus,none,CIF,13000,2,f
9,2,break bulk,Loki,none,DFD,4954,4,f-
10,2,break bulk,Sarpedon,perishable+,EXW,8964,8,ffff
10,4,container,Hephaistos,explosive+,CIF,12384,5,f--
10,35,break bulk,Junction,none,FOB,35518,2,f
10,30,break bulk,Nusku,flamable+,CIF,54420,6,MMM
10,90,wet bulk,Nusku,none,CIF,176474,6,MMM
10,60,break bulk,Nusku,none,CIF,107891,6,MMM
10,7,RO/RO,Inferno,none,DEQ,16722,5,f--
10,40,break bulk,Prometheus,none,CIF,45328,2,f
10,30,break bulk,Prometheus,none,DFD,34382,2,f
10,10,RO/RO,Prometheus,none,CIF,11700,2,f
10,70,break bulk,Prometheus,flamable+++,DES,94882,2,f
10,70,container,Prometheus,none,CIF,86257,2,f
10,90,break bulk,Prometheus,none,CIF,65361,2,f
10,50,break bulk,Prometheus,none,CIF,50562,2,f
10,70,dry bulk,Prometheus,none,CIF,54407,2,f
10,40,dry bulk,Prometheus,none,EXW,38455,2,f
10,50,container,Prometheus,flamable,FAS,48034,2,f
10,40,break bulk,Prometheus,none,FAS,50471,2,f
10,20,dry bulk,Prometheus,none,CIF,27040,2,f
10,40,container,Prometheus,living+++,CIF,38421,2,f
10,60,dry bulk,Prometheus,none,CIF,43860,2,f
10,30,break bulk,Prometheus,valuable+,DFD,31729,2,f
10,70,dry bulk,Prometheus,none,DES,90807,2,f
10,70,break bulk,Prometheus,living,DEQ,90570,2,f
10,20,break bulk,Peraspera,none,CIF,21840,2,f
10,30,break bulk,Mirabilis,none,CIF,163723,10,fffff
11,40,break bulk,Junction,explosive+,FOB,53128,2,f
11,50,dry bulk,Barnard,none,DFD,54209,2,M
11,10,wet bulk,Barnard,none,DFD,10498,2,M
11,35,break bulk,Barnard,none,CIF,31601,2,M
11,25,dry bulk,Barnard,none,DES,23751,2,M
11,2,wet bulk,Agidda,valuable+,DFD,4458,4,MM
11,10,dry bulk,Nusku,none,DFD,31493,6,MMM
11,70,RO/RO,Nusku,none,CIF,171468,6,MMM
11,60,RO/RO,Nusku,none,DES,118421,6,MMM
11,90,wet bulk,Nusku,none,DES,160679,6,MMM
11,30,RO/RO,Prometheus,none,EXW,24205,2,f
11,80,container,Prometheus,fragile,CIF,36223,2,f
