Day,dT,Type,Destination,Handling,Terms,Expected bid,Distance,route
3,60,dry bulk,Tunshaon Tyo,none,FOB,307600,6,mmmm
3,70,break bulk,Tunshaon Tyo,valuable,CIF,294304,6,mmmm
4,70,container,Ensulur,perishable,CIF,132682,2,m
4,30,break bulk,Ensulur,none,DFD,45599,2,m
4,30,break bulk,Ensulur,fragile+++,DES,56069,2,m
4,40,dry bulk,Ensulur,none,CIF,63003,2,m
4,10,container,Ensulur,corrosive++,CIF,11050,2,m
4,60,RO/RO,Ensulur,none,EXW,80262,2,m
4,70,container,Ensulur,valuable++,CIF,121465,2,m
4,30,RO/RO,Ensulur,perishable++,DES,47879,2,m
4,50,dry bulk,Ensulur,none,CIF,85724,2,m
4,90,break bulk,Ensulur,valuable+,CIF,150024,2,m
4,40,container,Ensulur,none,CIF,77823,2,m
4,90,dry bulk,Ensulur,fragile,FAS,161347,2,m
4,50,wet bulk,Ensulur,corrosive++,CIF,86985,2,m
4,70,dry bulk,Ensulur,none,CIF,141327,2,m
4,30,break bulk,Ensulur,none,CIF,45172,2,m
4,70,break bulk,Ensulur,none,CIF,137004,2,m
4,70,break bulk,Ensulur,none,CIF,111069,2,m
4,100,break bulk,Ensulur,none,CIF,92952,2,m
4,40,break bulk,Ensulur,perishable,CIF,60533,2,m
4,60,break bulk,Ensulur,perishable,FAS,99024,2,m
4,20,container,Ensulur,corrosive+++,FAS,20280,2,m
4,60,dry bulk,Dashinur,none,FAS,194908,5,mmm
4,70,container,Urima,none,DES,480358,9,mmmmmmm
4,80,wet bulk,Urima,none,CIF,523659,9,mmmmmmm
4,50,break bulk,Urima,none,DES,371861,9,mmmmmmm
4,80,break bulk,Urima,flamable,CIF,590349,9,mmmmmmm
4,60,wet bulk,Urima,perishable+,EXW,350834,9,mmmmmmm
4,80,wet bulk,Urima,none,EXW,508317,9,mmmmmmm
4,50,break bulk,Urima,none,DEQ,347558,9,mmmmmmm
4,70,break bulk,Urima,fragile+,FAS,519261,9,mmmmmmm
4,60,break bulk,Urima,none,CIF,453687,9,mmmmmmm
4,60,break bulk,Urima,none,CIF,520377,9,mmmmmmm
4,50,dry bulk,Urima,none,DES,413543,9,mmmmmmm
4,80,break bulk,Shashamak,flamable++,DFD,245014,3,mm
4,80,break bulk,Shashamak,none,CIF,152323,3,mm
4,70,break bulk,Shashamak,valuable,CIF,179571,3,mm
4,40,dry bulk,Tunshaon Tyo,none,DES,166779,6,mmmm
4,70,dry bulk,Tunshaon Tyo,fragile+++,DFD,415848,6,mmmm
5,80,dry bulk,Ensulur,fragile++,CIF,106894,2,m
5,80,break bulk,Ensulur,none,CIF,131189,2,m
5,40,RO/RO,Ensulur,none,CIF,77823,2,m
5,20,dry bulk,Ensulur,none,CIF,21736,2,m
5,80,container,Ensulur,fragile,DES,122494,2,m
5,40,dry bulk,Ensulur,none,CIF,65473,2,m
5,80,break bulk,Ensulur,flamable+++,DES,112238,2,m
5,90,wet bulk,Ensulur,flamable+++,CIF,175953,2,m
5,40,break bulk,Ensulur,none,DEQ,61119,2,m
5,80,break bulk,Ensulur,none,CIF,116369,2,m
5,20,break bulk,Ensulur,perishable++,CIF,17680,2,m
5,30,break bulk,Ensulur,flamable+,CIF,47549,2,m
5,60,break bulk,Ensulur,fragile,CIF,97115,2,m
5,40,break bulk,Dashinur,none,CIF,157507,5,mmm
5,80,break bulk,Dashinur,none,CIF,290922,5,mmm
5,50,dry bulk,Dashinur,none,FOB,181092,5,mmm
5,60,break bulk,Urima,none,CIF,437015,9,mmmmmmm
5,30,wet bulk,Urima,none,FAS,192573,9,mmmmmmm
5,10,break bulk,Urima,flamable++,FOB,76050,9,mmmmmmm
5,60,dry bulk,Urima,perishable++,CIF,460016,9,mmmmmmm
5,70,break bulk,Urima,none,DES,616517,9,mmmmmmm
5,60,wet bulk,Shashamak,none,FOB,164330,3,mm
6,60,dry bulk,Ensulur,none,FAS,102534,2,m
6,40,break bulk,Ensulur,biohazard,CIF,58063,2,m
6,90,break bulk,Ensulur,fragile,CIF,164753,2,m
6,50,break bulk,Ensulur,none,DEQ,83735,2,m
6,20,wet bulk,Ensulur,none,CIF,22971,2,m
6,80,break bulk,Ensulur,none,FAS,82164,2,m
6,50,break bulk,Ensulur,flamable+++,CIF,84510,2,m
6,30,break bulk,Ensulur,none,EXW,43732,2,m
6,20,dry bulk,Ensulur,none,CIF,22971,2,m
6,60,wet bulk,Ensulur,none,CIF,82295,2,m
6,20,break bulk,Ensulur,none,DEQ,17680,2,m
6,40,dry bulk,Ensulur,none,CIF,70413,2,m
6,100,dry bulk,Ensulur,fragile++,CIF,136844,2,m
6,50,dry bulk,Ensulur,none,FOB,98762,2,m
6,50,break bulk,Ensulur,corrosive,CIF,73374,2,m
6,40,dry bulk,Ensulur,none,DES,58063,2,m
6,90,break bulk,Ensulur,flamable+,EXW,166612,2,m
6,10,dry bulk,Ensulur,none,CIF,12350,2,m
6,50,break bulk,Ensulur,none,DES,76461,2,m
6,20,break bulk,Ensulur,corrosive+,CIF,25480,2,m
6,90,break bulk,Ensulur,none,EXW,142438,2,m
6,50,break bulk,Ensulur,living,DFD,94747,2,m
6,70,dry bulk,Ensulur,none,CIF,124037,2,m
6,20,dry bulk,Ensulur,living+,CIF,20280,2,m
6,70,break bulk,Ensulur,none,CIF,119714,2,m
6,60,break bulk,Ensulur,none,FOB,74454,2,m
6,90,dry bulk,Ensulur,flamable++,DFD,216507,2,m
6,20,wet bulk,Ensulur,flamable+++,CIF,25389,2,m
6,50,break bulk,Ensulur,radioactive+++,CIF,115222,2,m
6,90,break bulk,Ensulur,flamable++,DES,145241,2,m
6,40,dry bulk,Ensulur,none,DES,58063,2,m
6,60,container,Ensulur,none,EXW,96837,2,m
6,100,break bulk,Ensulur,living+,CIF,136844,2,m
6,60,break bulk,Ensulur,corrosive+++,CIF,115527,2,m
6,50,break bulk,Ensulur,fragile+,DEQ,104985,2,m
6,10,break bulk,Ensulur,valuable+++,DFD,15731,2,m
6,30,dry bulk,Ensulur,none,DES,39614,2,m
6,50,dry bulk,Ensulur,none,CIF,79549,2,m
6,20,break bulk,Ensulur,none,CIF,22971,2,m
6,40,break bulk,Ensulur,living+,CIF,71519,2,m
6,60,break bulk,Ensulur,explosive++,CIF,78826,2,m
6,80,break bulk,Ensulur,none,CIF,116369,2,m
6,50,break bulk,Ensulur,none,CIF,82636,2,m
6,30,break bulk,Ensulur,none,CIF,43319,2,m
6,40,break bulk,Ensulur,none,CIF,58063,2,m
6,90,wet bulk,Ensulur,fragile,CIF,164753,2,m
6,50,RO/RO,Ensulur,fragile+++,EXW,85724,2,m
6,80,RO/RO,Ensulur,none,CIF,116369,2,m
6,10,break bulk,Ensulur,perishable+,CIF,11700,2,m
6,10,wet bulk,Ensulur,living++,DES,12968,2,m
6,30,break bulk,Ensulur,none,CIF,52582,2,m
6,70,wet bulk,Ensulur,valuable+++,CIF,151426,2,m
6,70,dry bulk,Ensulur,none,CIF,128359,2,m
6,40,RO/RO,Ensulur,biohazard,CIF,65473,2,m
6,50,break bulk,Ensulur,none,CIF,82636,2,m
6,60,break bulk,Ensulur,none,CIF,108230,2,m
6,90,dry bulk,Ensulur,none,CIF,148081,2,m
6,50,break bulk,Ensulur,flamable+++,CIF,118635,2,m
6,60,dry bulk,Ensulur,living++,CIF,106126,2,m
6,30,break bulk,Ensulur,perishable++,CIF,55349,2,m
6,80,wet bulk,Ensulur,fragile+++,CIF,144998,2,m
6,40,container,Ensulur,perishable+,CIF,61119,2,m
6,40,break bulk,Ensulur,none,DEQ,68919,2,m
6,80,dry bulk,Ensulur,living+,CIF,122494,2,m
6,70,dry bulk,Ensulur,none,CIF,154294,2,m
6,50,break bulk,Ensulur,none,DFD,83735,2,m
6,60,break bulk,Ensulur,flamable+,CIF,113926,2,m
6,40,RO/RO,Ensulur,perishable++,CIF,74119,2,m
6,60,wet bulk,Ensulur,none,CIF,115640,2,m
6,90,break bulk,Ensulur,none,EXW,137466,2,m
6,60,break bulk,Ensulur,fragile,FOB,108230,2,m
6,70,break bulk,Ensulur,none,CIF,141327,2,m
6,60,dry bulk,Ensulur,corrosive++,FOB,110026,2,m
6,50,break bulk,Ensulur,none,CIF,91899,2,m
6,80,container,Ensulur,fragile++,EXW,101549,2,m
6,30,break bulk,Ensulur,radioactive++,CIF,43649,2,m
6,30,break bulk,Ensulur,none,DES,45172,2,m
6,100,dry bulk,Ensulur,valuable+,DFD,177811,2,m
6,80,dry bulk,Ensulur,none,DEQ,96494,2,m
6,40,wet bulk,Ensulur,fragile,CIF,60533,2,m
6,50,break bulk,Ensulur,none,CIF,79549,2,m
6,50,break bulk,Ensulur,flamable,CIF,85724,2,m
6,50,break bulk,Ensulur,none,DEQ,96735,2,m
6,40,break bulk,Ensulur,none,CIF,67943,2,m
6,80,break bulk,Ensulur,none,FOB,100884,2,m
6,40,wet bulk,Ensulur,fragile,CIF,65473,2,m
6,60,break bulk,Ensulur,perishable, fragile+,CIF,94426,2,m
6,50,dry bulk,Ensulur,living+++,CIF,101572,2,m
6,10,break bulk,Ensulur,restricted++,DEQ,114660,2,m
6,100,dry bulk,Ensulur,none,FAS,140710,2,m
6,40,break bulk,Ensulur,perishable+++,DEQ,70091,2,m
6,40,break bulk,Ensulur,none,CIF,50653,2,m
6,70,wet bulk,Ensulur,corrosive+,DEQ,141871,2,m
6,70,dry bulk,Ensulur,none,DFD,126015,2,m
6,30,dry bulk,Ensulur,living+,CIF,59249,2,m
6,60,break bulk,Ensulur,none,CIF,108230,2,m
6,100,dry bulk,Ensulur,living,CIF,86777,2,m
6,40,wet bulk,Ensulur,none,DEQ,53319,2,m
6,40,dry bulk,Ensulur,none,DES,55593,2,m
6,60,container,Ensulur,flamable+,CIF,102226,2,m
6,80,dry bulk,Ensulur,perishable+,CIF,112094,2,m
6,40,wet bulk,Ensulur,none,DEQ,74119,2,m
6,10,break bulk,Ensulur,fragile+,CIF,14950,2,m
6,10,break bulk,Ensulur,flamable++,DFD,18591,2,m
6,30,dry bulk,Ensulur,none,CIF,50729,2,m
6,10,dry bulk,Ensulur,none,CIF,9880,2,m
6,30,wet bulk,Ensulur,none,CIF,56287,2,m
6,40,wet bulk,Ensulur,none,CIF,72883,2,m
6,40,dry bulk,Ensulur,living+,CIF,66319,2,m
6,10,break bulk,Ensulur,none,CIF,11733,2,m
6,30,RO/RO,Ensulur,none,CIF,52582,2,m
6,50,break bulk,Ensulur,none,DFD,96735,2,m
6,30,wet bulk,Ensulur,radioactive+,CIF,53399,2,m
6,60,break bulk,Ensulur,none,CIF,104525,2,m
6,10,wet bulk,Ensulur,corrosive,FAS,13455,2,m
6,40,break bulk,Ensulur,none,CIF,55593,2,m
6,20,break bulk,Ensulur,none,CIF,13091,2,m
6,40,container,Ensulur,radioactive+++,CIF,77825,2,m
6,60,container,Ensulur,flamable+++,FOB,110026,2,m
6,50,RO/RO,Ensulur,fragile+++,CIF,98160,2,m
6,30,break bulk,Ensulur,none,CIF,58139,2,m
6,40,break bulk,Ensulur,fragile+++,FOB,63719,2,m
6,50,break bulk,Ensulur,fragile+++,CIF,104985,2,m
6,50,dry bulk,Ensulur,fragile,CIF,85724,2,m
6,50,dry bulk,Ensulur,valuable,DEQ,83735,2,m
6,100,break bulk,Ensulur,none,CIF,117652,2,m
6,100,break bulk,Ensulur,none,CIF,86777,2,m
6,60,container,Ensulur,corrosive++,FOB,90526,2,m
6,30,wet bulk,Ensulur,fragile+,DEQ,47879,2,m
6,60,wet bulk,Ensulur,corrosive+,CIF,102226,2,m
6,10,break bulk,Ensulur,fragile++,CIF,16900,2,m
6,40,container,Ensulur,none,DEQ,74119,2,m
6,50,break bulk,Ensulur,none,DEQ,70735,2,m
6,70,RO/RO,Ensulur,valuable+,CIF,162415,2,m
6,20,break bulk,Ensulur,none,CIF,13091,2,m
6,60,break bulk,Ensulur,none,CIF,100820,2,m
6,40,break bulk,Ensulur,none,FOB,59687,2,m
6,60,break bulk,Ensulur,none,CIF,111935,2,m
6,40,break bulk,Ensulur,fragile+++,DEQ,72951,2,m
6,50,container,Ensulur,fragile++,CIF,90235,2,m
6,60,dry bulk,Ensulur,none,CIF,111935,2,m
6,80,dry bulk,Ensulur,none,FAS,114924,2,m
6,50,container,Ensulur,valuable,CIF,82636,2,m
6,50,RO/RO,Ensulur,fragile++,EXW,76461,2,m
6,50,dry bulk,Ensulur,none,EXW,62888,2,m
6,30,break bulk,Ensulur,none,DEQ,51449,2,m
6,60,break bulk,Ensulur,none,DFD,86626,2,m
6,70,RO/RO,Ensulur,none,CIF,124037,2,m
6,20,break bulk,Larimshar,fragile+,CIF,60320,8,mmmmmm
6,60,container,Dashinur,corrosive,CIF,270574,5,mmm
6,80,RO/RO,Urima,fragile+,CIF,527820,9,mmmmmmm
6,40,dry bulk,Urima,none,DFD,321835,9,mmmmmmm
6,50,wet bulk,Urima,perishable+,CIF,376808,9,mmmmmmm
6,50,container,Urima,none,CIF,385755,9,mmmmmmm
6,20,dry bulk,Urima,none,FOB,61074,9,mmmmmmm
6,70,dry bulk,Urima,fragile+++,DES,444927,9,mmmmmmm
6,90,wet bulk,Urima,radioactive++,CIF,648783,9,mmmmmmm
6,90,break bulk,Urima,none,CIF,791405,9,mmmmmmm
6,20,break bulk,Urima,none,DES,86697,9,mmmmmmm
6,10,break bulk,Urima,none,EXW,49725,9,mmmmmmm
6,30,dry bulk,Urima,none,FAS,200471,9,mmmmmmm
6,60,wet bulk,Urima,none,CIF,420342,9,mmmmmmm
6,40,wet bulk,Urima,explosive,EXW,258061,9,mmmmmmm
6,60,RO/RO,Urima,none,CIF,487032,9,mmmmmmm
6,30,dry bulk,Urima,none,CIF,194935,9,mmmmmmm
6,10,break bulk,Urima,none,DFD,61425,9,mmmmmmm
6,30,break bulk,Urima,none,CIF,186599,9,mmmmmmm
6,50,wet bulk,Shashamak,flamable+++,DFD,116713,3,mm
6,50,wet bulk,Shashamak,none,DES,123954,3,mm
6,40,break bulk,Shashamak,none,CIF,83390,3,mm
6,40,break bulk,Shashamak,perishable+++,DFD,130876,3,mm
6,100,break bulk,Shashamak,explosive,CIF,167215,3,mm
6,70,wet bulk,Shashamak,corrosive+,CIF,195847,3,mm
6,30,dry bulk,Shashamak,none,CIF,67758,3,mm
6,30,break bulk,Shashamak,fragile+++,DFD,104196,3,mm
6,70,container,Shashamak,none,FAS,176262,3,mm
7,20,break bulk,Ensulur,none,FOB,15913,2,m
7,30,break bulk,Ensulur,corrosive,DEQ,49499,2,m
7,80,dry bulk,Ensulur,none,DFD,112094,2,m
7,100,wet bulk,Ensulur,none,DES,123827,2,m
7,50,break bulk,Ensulur,fragile+++,FAS,77235,2,m
7,30,break bulk,Ensulur,none,DFD,51449,2,m
7,50,dry bulk,Ensulur,restricted+,FOB,305843,2,m
7,60,break bulk,Ensulur,corrosive+++,CIF,107337,2,m
7,40,break bulk,Ensulur,none,DES,50653,2,m
7,90,dry bulk,Ensulur,none,DEQ,202674,2,m
7,80,wet bulk,Ensulur,none,DEQ,101694,2,m
7,60,wet bulk,Ensulur,perishable++,CIF,86626,2,m
7,30,container,Ensulur,none,CIF,45172,2,m
7,20,break bulk,Ensulur,none,EXW,15029,2,m
7,40,break bulk,Ensulur,fragile+++,DEQ,75811,2,m
7,40,break bulk,Ensulur,none,CIF,67943,2,m
7,70,break bulk,Ensulur,flamable++,CIF,130565,2,m
7,60,wet bulk,Ensulur,none,DFD,110026,2,m
7,10,break bulk,Ensulur,none,DES,14203,2,m
7,20,dry bulk,Ensulur,none,CIF,13091,2,m
7,70,RO/RO,Ensulur,none,CIF,111069,2,m
7,20,break bulk,Ensulur,flamable++,EXW,19266,2,m
7,70,container,Ensulur,none,DFD,107815,2,m
7,60,dry bulk,Ensulur,fragile,FAS,102534,2,m
7,40,break bulk,Ensulur,flamable++,CIF,55919,2,m
7,10,wet bulk,Ensulur,explosive+++,EXW,12350,2,m
7,20,break bulk,Ensulur,flamable+++,DES,21294,2,m
7,80,break bulk,Ensulur,none,CIF,106489,2,m
7,10,wet bulk,Ensulur,none,CIF,11733,2,m
7,20,break bulk,Ensulur,explosive+++,CIF,17199,2,m
7,40,break bulk,Ensulur,living++,CIF,76719,2,m
7,40,break bulk,Ensulur,biohazard++,EXW,65473,2,m
7,40,wet bulk,Ensulur,perishable+,DEQ,75095,2,m
7,80,dry bulk,Ensulur,none,EXW,99700,2,m
7,80,break bulk,Ensulur,fragile+,CIF,132894,2,m
7,60,RO/RO,Ensulur,living++,CIF,125626,2,m
7,30,wet bulk,Ensulur,none,DES,41467,2,m
7,80,dry bulk,Ensulur,none,CIF,126249,2,m
7,80,break bulk,Ensulur,perishable++,CIF,122494,2,m
7,60,break bulk,Ensulur,corrosive,DES,106126,2,m
7,30,container,Ensulur,corrosive+,CIF,55349,2,m
7,40,break bulk,Ensulur,none,CIF,70413,2,m
7,50,wet bulk,Ensulur,fragile++,CIF,99985,2,m
7,40,container,Ensulur,none,CIF,48183,2,m
7,80,break bulk,Ensulur,none,FOB,128964,2,m
7,20,wet bulk,Ensulur,none,CIF,16796,2,m
7,80,dry bulk,Ensulur,fragile,CIF,131189,2,m
7,30,wet bulk,Ensulur,fragile,CIF,54434,2,m
7,20,break bulk,Ensulur,none,CIF,16796,2,m
7,60,RO/RO,Ensulur,fragile,CIF,115640,2,m
7,40,break bulk,Ensulur,none,DES,63003,2,m
7,40,container,Ensulur,none,CIF,58063,2,m
7,40,break bulk,Ensulur,none,CIF,65473,2,m
7,50,break bulk,Ensulur,none,FAS,87062,2,m
7,50,break bulk,Ensulur,none,CIF,73374,2,m
7,70,dry bulk,Ensulur,none,CIF,119714,2,m
7,70,break bulk,Ensulur,none,DFD,103265,2,m
7,60,break bulk,Ensulur,none,CIF,97115,2,m
7,90,break bulk,Ensulur,none,CIF,159196,2,m
7,10,wet bulk,Ensulur,none,DFD,11700,2,m
7,70,dry bulk,Ensulur,fragile++,CIF,116915,2,m
7,50,break bulk,Ensulur,fragile++,CIF,77235,2,m
7,60,break bulk,Ensulur,none,CIF,89705,2,m
7,30,break bulk,Ensulur,fragile,DEQ,53399,2,m
7,80,break bulk,Ensulur,explosive+++,DEQ,117583,2,m
7,20,container,Ensulur,flamable++,CIF,24180,2,m
7,50,dry bulk,Ensulur,none,CIF,91899,2,m
7,90,break bulk,Ensulur,corrosive+++,CIF,145241,2,m
7,30,dry bulk,Ensulur,none,CIF,50729,2,m
7,60,break bulk,Ensulur,none,CIF,78590,2,m
7,60,break bulk,Ensulur,flamable,FAS,70944,2,m
7,20,break bulk,Ensulur,none,CIF,11856,2,m
7,60,wet bulk,Ensulur,none,CIF,93410,2,m
7,40,container,Ensulur,none,CIF,75353,2,m
7,70,wet bulk,Ensulur,none,CIF,132682,2,m
7,10,break bulk,Ensulur,flamable+++,FOB,17550,2,m
7,70,dry bulk,Ensulur,none,CIF,102424,2,m
7,60,break bulk,Ensulur,living+++,CIF,127812,2,m
7,70,break bulk,Ensulur,explosive++,CIF,116915,2,m
7,40,break bulk,Ensulur,none,CIF,63003,2,m
7,70,container,Ensulur,none,DES,115392,2,m
7,50,dry bulk,Ensulur,none,CIF,79549,2,m
7,40,container,Ensulur,corrosive,CIF,60533,2,m
7,100,container,Ensulur,perishable++,FOB,110844,2,m
7,50,break bulk,Ensulur,none,CIF,76461,2,m
7,90,break bulk,Ensulur,none,CIF,142523,2,m
7,40,break bulk,Ensulur,fragile+,CIF,55919,2,m
7,40,break bulk,Ensulur,none,DFD,74119,2,m
7,60,break bulk,Ensulur,none,CIF,86000,2,m
7,20,container,Ensulur,corrosive,DFD,19929,2,m
