Day,dT,Type,Destination,Handling,Terms,Expected bid,Distance,route
2,80,break bulk,Prometheus,none,FAS,19592,2,f
2,50,wet bulk,Prometheus,living+++,CIF,59194,2,f
2,50,break bulk,Prometheus,biohazard++,CIF,42853,2,f
2,60,wet bulk,Prometheus,none,CIF,67260,2,f
2,90,container,Prometheus,none,CIF,36111,2,f
2,5,dry bulk,Calgary,none,DES,16174,5,f--
2,10,container,Peraspera,none,CIF,11700,2,f
2,5,dry bulk,Procyon,none,CIF,14239,4,ff
3,25,break bulk,Junction,none,DFD,17472,2,f
3,30,container,Nusku,living++,CIF,71092,6,MMM
3,40,wet bulk,Nusku,perishable,CIF,115364,6,MMM
3,30,break bulk,Nusku,none,CIF,77880,6,MMM
3,90,break bulk,Nusku,none,CIF,239654,6,MMM
3,50,break bulk,Nusku,fragile+,CIF,153364,6,MMM
3,60,wet bulk,Nusku,perishable+++,DEQ,211868,6,MMM
3,20,dry bulk,Prometheus,none,FAS,34333,2,f
3,60,RO/RO,Prometheus,none,CIF,67260,2,f
3,20,dry bulk,Prometheus,fragile++,CIF,28392,2,f
3,60,dry bulk,Prometheus,perishable++,DFD,63894,2,f
3,50,break bulk,Prometheus,valuable++,CIF,53090,2,f
3,70,container,Prometheus,none,CIF,104457,2,f
3,70,break bulk,Prometheus,none,DFD,71460,2,f
3,60,break bulk,Prometheus,fragile,CIF,43860,2,f
3,30,dry bulk,Prometheus,none,CIF,32745,2,f
3,70,wet bulk,Prometheus,valuable++,FAS,104457,2,f
3,80,RO/RO,Prometheus,perishable+++,CIF,39846,2,f
3,70,break bulk,Prometheus,none,CIF,90807,2,f
3,20,dry bulk,Prometheus,none,DEQ,31122,2,f
3,40,break bulk,Prometheus,flamable+,CIF,53054,2,f
3,70,break bulk,Prometheus,none,FAS,99234,2,f
3,70,dry bulk,Prometheus,corrosive+++,CIF,94882,2,f
3,20,wet bulk,Prometheus,corrosive+++,EXW,17940,2,f
3,40,break bulk,Prometheus,perishable,CIF,45328,2,f
3,70,break bulk,Prometheus,living,EXW,68977,2,f
3,90,wet bulk,Prometheus,flamable+++,CIF,71897,2,f
3,4,break bulk,Ys,none,CIF,14747,6,fff
4,2,break bulk,Forlorn,radioactive+,EXW,7746,6,f--
4,50,break bulk,Nusku,living++,CIF,97789,6,MMM
4,30,dry bulk,Nusku,fragile+++,CIF,74834,6,MMM
4,50,dry bulk,Nusku,flamable+++,FOB,97789,6,MMM
4,60,dry bulk,Nusku,none,CIF,150011,6,MMM
4,60,wet bulk,Nusku,perishable++,FOB,113885,6,MMM
4,70,break bulk,Nusku,none,DES,245178,6,MMM
4,50,break bulk,Nusku,none,CIF,145293,6,MMM
4,70,container,Prometheus,flamable+++,CIF,89877,2,f
4,30,dry bulk,Prometheus,none,DEQ,36430,2,f
4,90,break bulk,Prometheus,none,DFD,37917,2,f
4,50,break bulk,Prometheus,none,CIF,53812,2,f
4,60,dry bulk,Prometheus,fragile++,CIF,58338,2,f
4,10,break bulk,Prometheus,valuable+,FOB,11050,2,f
4,10,wet bulk,Prometheus,none,CIF,12350,2,f
4,50,break bulk,Prometheus,none,FOB,38772,2,f
4,50,wet bulk,Prometheus,none,CIF,47312,2,f
4,60,dry bulk,Prometheus,valuable+,DFD,69696,2,f
4,30,break bulk,Prometheus,none,CIF,28845,2,f
4,60,break bulk,Prometheus,perishable+,CIF,62433,2,f
4,40,dry bulk,Prometheus,none,DFD,33944,2,f
4,80,wet bulk,Prometheus,none,CIF,36223,2,f
4,70,break bulk,Prometheus,flamable,CIF,63507,2,f
4,80,break bulk,Prometheus,none,CIF,41423,2,f
4,80,RO/RO,Prometheus,fragile,CIF,46623,2,f
4,80,RO/RO,Prometheus,none,DFD,27115,2,f
4,100,dry bulk,Prometheus,perishable,CIF,59739,2,f
4,90,dry bulk,Prometheus,none,FOB,100996,2,f
4,100,break bulk,Prometheus,none,DFD,103676,2,f
4,50,container,Prometheus,none,FAS,44947,2,f
4,30,break bulk,Peraspera,none,CIF,19095,2,f
5,35,break bulk,Barnard,none,CIF,33648,2,M
5,45,break bulk,Barnard,valuable++,EXW,57776,2,M
5,50,break bulk,Nusku,none,CIF,136518,6,MMM
5,50,dry bulk,Nusku,fragile+,DEQ,190686,6,MMM
5,30,break bulk,Nusku,none,CIF,62085,6,MMM
5,50,RO/RO,Nusku,none,FAS,128933,6,MMM
5,60,break bulk,Prometheus,none,CIF,39960,2,f
5,90,break bulk,Prometheus,none,CIF,82911,2,f
5,80,container,Prometheus,none,CIF,36223,2,f
5,30,container,Prometheus,flamable+,CIF,24145,2,f
5,60,wet bulk,Prometheus,none,CIF,67260,2,f
5,40,container,Prometheus,corrosive+++,CIF,47001,2,f
5,40,break bulk,Prometheus,none,CIF,32328,2,f
5,50,container,Prometheus,corrosive++,CIF,42853,2,f
5,50,break bulk,Prometheus,none,CIF,53812,2,f
5,40,dry bulk,Prometheus,perishable+,CIF,42134,2,f
5,100,break bulk,Prometheus,none,DFD,124151,2,f
5,100,dry bulk,Prometheus,living+++,DFD,143450,2,f
5,60,break bulk,Prometheus,explosive+++,DES,56826,2,f
5,60,dry bulk,Prometheus,living++,CIF,70623,2,f
5,20,dry bulk,Prometheus,none,DEQ,25662,2,f
5,30,break bulk,Prometheus,corrosive,EXW,36665,2,f
5,8,break bulk,Procyon,perishable+++,CIF,12585,4,ff
6,5,RO/RO,Junction,none,CIF,7120,2,f
6,90,break bulk,Nusku,perishable,CIF,208064,6,MMM
6,70,dry bulk,Nusku,explosive+++,CIF,286070,6,MMM
6,40,wet bulk,Nusku,none,DES,108344,6,MMM
6,60,break bulk,Nusku,none,DFD,169460,6,MMM
6,90,container,Nusku,none,DFD,319658,6,MMM
6,20,wet bulk,Nusku,living+++,DFD,105651,6,MMM
6,70,wet bulk,Nusku,none,DEQ,271766,6,MMM
6,30,break bulk,Nusku,none,CIF,98940,6,MMM
6,90,container,Prometheus,flamable,DEQ,80914,2,f
6,100,break bulk,Prometheus,none,FAS,69102,2,f
6,70,RO/RO,Prometheus,none,DFD,95347,2,f
6,10,break bulk,Prometheus,none,FAS,11733,2,f
6,70,dry bulk,Prometheus,none,FOB,68977,2,f
6,50,dry bulk,Prometheus,none,CIF,50562,2,f
6,20,dry bulk,Prometheus,none,CIF,27040,2,f
6,40,break bulk,Prometheus,none,DFD,53054,2,f
6,30,wet bulk,Prometheus,radioactive++,CIF,28240,2,f
6,40,container,Prometheus,none,DFD,31214,2,f
6,60,break bulk,Prometheus,valuable++,FAS,59460,2,f
6,90,break bulk,Prometheus,none,CIF,82911,2,f
6,30,RO/RO,Prometheus,none,CIF,24945,2,f
6,80,dry bulk,Prometheus,flamable+++,CIF,79886,2,f
6,50,wet bulk,Prometheus,none,CIF,47312,2,f
6,50,break bulk,Prometheus,none,DEQ,42853,2,f
6,40,wet bulk,Prometheus,flamable++,DES,44141,2,f
6,20,break bulk,Prometheus,none,DEQ,22932,2,f
6,70,break bulk,Prometheus,corrosive++,CIF,100125,2,f
6,50,wet bulk,Prometheus,valuable+,DEQ,37744,2,f
6,50,break bulk,Peraspera,none,CIF,37562,2,f
7,20,RO/RO,Junction,none,DFD,25662,2,f
7,50,break bulk,Nusku,living++,CIF,199677,6,MMM
7,90,dry bulk,Nusku,none,DES,176474,6,MMM
7,40,wet bulk,Nusku,none,CIF,122384,6,MMM
7,20,break bulk,Nusku,none,CIF,76518,6,MMM
7,80,RO/RO,Nusku,none,CIF,153962,6,MMM
7,70,break bulk,Nusku,fragile+,CIF,232864,6,MMM
7,40,wet bulk,Nusku,fragile+,CIF,106953,6,MMM
7,40,break bulk,Nusku,none,DES,73244,6,MMM
7,60,wet bulk,Nusku,none,CIF,181601,6,MMM
7,80,break bulk,Nusku,none,CIF,111842,6,MMM
7,50,break bulk,Nusku,none,DEQ,116314,6,MMM
7,40,break bulk,Nusku,flamable++,DEQ,104783,6,MMM
7,20,dry bulk,Nusku,perishable,DFD,85020,6,MMM
7,10,dry bulk,Nusku,radioactive+++,FOB,40755,6,MMM
7,30,break bulk,Nusku,none,CIF,88410,6,MMM
7,40,break bulk,Nusku,none,DES,101324,6,MMM
7,100,wet bulk,Nusku,flamable++,FOB,318456,6,MMM
7,50,dry bulk,Nusku,corrosive++,CIF,134839,6,MMM
7,80,break bulk,Nusku,explosive++,CIF,206976,6,MMM
7,70,RO/RO,Nusku,corrosive,DFD,340670,6,MMM
7,50,break bulk,Nusku,perishable+++,FOB,107052,6,MMM
7,10,dry bulk,Nusku,living+++,CIF,39000,6,MMM
7,70,break bulk,Nusku,corrosive++,CIF,232864,6,MMM
7,4,RO/RO,Inferno,flamable+++,CIF,14233,5,f--
7,6,dry bulk,Inferno,none,DES,22334,5,f--
7,10,dry bulk,Prometheus,none,FOB,12968,2,f
7,60,dry bulk,Prometheus,none,CIF,71160,2,f
7,70,break bulk,Prometheus,corrosive+,CIF,95347,2,f
7,20,dry bulk,Prometheus,none,CIF,23140,2,f
7,60,dry bulk,Prometheus,none,FOB,67602,2,f
7,60,break bulk,Prometheus,explosive,CIF,43860,2,f
7,30,break bulk,Prometheus,none,DES,30795,2,f
7,30,wet bulk,Prometheus,explosive,CIF,36645,2,f
7,10,break bulk,Prometheus,none,EXW,11700,2,f
7,20,break bulk,Prometheus,none,CIF,24440,2,f
7,50,break bulk,Prometheus,radioactive+,CIF,25790,2,f
7,80,break bulk,Prometheus,fragile++,CIF,27115,2,f
7,90,dry bulk,Prometheus,explosive+,DFD,91202,2,f
7,60,dry bulk,Prometheus,fragile,DES,66528,2,f
7,90,container,Prometheus,flamable+,CIF,50202,2,f
7,20,wet bulk,Prometheus,none,FOB,26924,2,f
7,60,wet bulk,Prometheus,perishable+++,CIF,61116,2,f
7,50,container,Prometheus,none,CIF,47312,2,f
7,90,RO/RO,Prometheus,none,FOB,100996,2,f
7,30,dry bulk,Prometheus,none,CIF,22995,2,f
7,30,RO/RO,Prometheus,none,CIF,36645,2,f
7,20,wet bulk,Prometheus,flamable,EXW,23218,2,f
7,30,container,Prometheus,perishable++,FAS,28845,2,f
7,30,dry bulk,Prometheus,valuable+,DES,32335,2,f
7,60,RO/RO,Prometheus,none,CIF,86760,2,f
7,50,break bulk,Prometheus,living,CIF,57062,2,f
7,50,wet bulk,Prometheus,flamable++,EXW,37562,2,f
7,30,break bulk,Prometheus,none,DEQ,22097,2,f
7,50,container,Prometheus,corrosive,CIF,47312,2,f
7,60,RO/RO,Prometheus,none,CIF,43860,2,f
7,50,dry bulk,Prometheus,none,EXW,33806,2,f
7,100,break bulk,Prometheus,none,DFD,83201,2,f
7,30,break bulk,Prometheus,none,CIF,36645,2,f
7,20,wet bulk,Prometheus,radioactive++,CIF,27027,2,f
7,80,wet bulk,Prometheus,none,DEQ,48955,2,f
7,80,wet bulk,Prometheus,perishable,DES,65335,2,f
7,3,break bulk,Calgary,none,CIF,11655,5,f--
7,3,break bulk,Ys,none,FAS,10507,6,fff
8,5,break bulk,Hephaistos,none,DES,15362,5,f--
8,20,dry bulk,Barnard,none,CIF,20826,2,M
8,80,dry bulk,Nusku,fragile++,FOB,58776,6,MMM
8,100,break bulk,Nusku,living+,CIF,262881,6,MMM
8,20,break bulk,Nusku,none,CIF,83538,6,MMM
8,50,dry bulk,Nusku,explosive+,CIF,125577,6,MMM
8,10,break bulk,Nusku,perishable++,CIF,33345,6,MMM
8,80,break bulk,Nusku,none,CIF,125882,6,MMM
8,40,container,Nusku,perishable+++,DES,159383,6,MMM
8,70,dry bulk,Nusku,none,DES,183753,6,MMM
8,60,dry bulk,Nusku,none,CIF,181601,6,MMM
8,30,break bulk,Prometheus,flamable++,CIF,36430,2,f
8,20,dry bulk,Prometheus,none,CIF,28341,2,f
8,40,wet bulk,Prometheus,perishable+++,CIF,47001,2,f
8,40,break bulk,Prometheus,none,CIF,42728,2,f
8,30,wet bulk,Prometheus,none,CIF,28845,2,f
8,30,container,Prometheus,none,DES,34695,2,f
8,20,RO/RO,Prometheus,none,DEQ,22932,2,f
8,60,break bulk,Prometheus,none,CIF,67260,2,f
8,70,break bulk,Prometheus,corrosive++,CIF,66682,2,f
8,70,RO/RO,Prometheus,corrosive,CIF,68057,2,f
8,70,break bulk,Prometheus,none,DEQ,104902,2,f
8,10,break bulk,Prometheus,none,DFD,12285,2,f
9,2,break bulk,Hephaistos,none,CIF,7445,5,f--
9,15,wet bulk,Junction,none,EXW,16497,2,f
9,10,break bulk,Nusku,corrosive+++,CIF,29250,6,MMM
9,70,break bulk,Nusku,flamable,CIF,171468,6,MMM
9,50,break bulk,Nusku,explosive,CIF,136518,6,MMM
9,80,break bulk,Nusku,none,CIF,182042,6,MMM
9,80,wet bulk,Nusku,flamable+++,CIF,171069,6,MMM
9,40,break bulk,Nusku,none,CIF,87284,6,MMM
9,4,break bulk,Inferno,flamable,CIF,12939,5,f--
9,6,wet bulk,Inferno,corrosive+++,CIF,24567,5,f--
9,6,break bulk,Inferno,flamable+++,CIF,22422,5,f--
9,70,break bulk,Prometheus,none,CIF,95357,2,f
9,70,break bulk,Prometheus,none,DEQ,76237,2,f
9,20,break bulk,Prometheus,fragile,DFD,26885,2,f
9,30,break bulk,Prometheus,none,DEQ,32335,2,f
9,50,break bulk,Prometheus,none,CIF,66812,2,f
9,60,break bulk,Prometheus,none,CIF,67260,2,f
9,20,break bulk,Prometheus,none,DES,25740,2,f
9,40,break bulk,Prometheus,fragile,DES,36674,2,f
9,80,wet bulk,Prometheus,none,DEQ,43495,2,f
9,100,wet bulk,Prometheus,none,DEQ,110501,2,f
9,20,break bulk,Prometheus,none,CIF,21840,2,f
9,20,wet bulk,Prometheus,none,CIF,33540,2,f
9,100,wet bulk,Prometheus,fragile++,DES,80013,2,f
9,70,dry bulk,Prometheus,none,CIF,72607,2,f
9,30,container,Prometheus,living++,CIF,34382,2,f
9,30,break bulk,Prometheus,none,FOB,29255,2,f
9,60,dry bulk,Prometheus,none,CIF,43860,2,f
9,40,break bulk,Prometheus,explosive+,CIF,44864,2,f
9,40,container,Prometheus,explosive+++,CIF,41281,2,f
9,80,break bulk,Prometheus,flamable+,CIF,38035,2,f
9,45,wet bulk,Peraspera,none,CIF,49570,2,f
9,15,wet bulk,Peraspera,radioactive++,CIF,23342,2,f
9,6,wet bulk,Procyon,perishable+,DFD,16222,4,ff
10,25,wet bulk,Barnard,perishable+,DFD,19890,2,M
10,60,container,Nusku,none,DEQ,180575,6,MMM
10,50,dry bulk,Nusku,flamable++,CIF,79264,6,MMM
10,80,wet bulk,Nusku,none,CIF,83762,6,MMM
10,40,dry bulk,Nusku,valuable+++,EXW,73244,6,MMM
10,50,break bulk,Nusku,living,CIF,110193,6,MMM
10,60,wet bulk,Nusku,fragile+,CIF,102770,6,MMM
10,40,container,Nusku,perishable+,FAS,94304,6,MMM
10,50,container,Nusku,none,FAS,112358,6,MMM
10,20,RO/RO,Nusku,none,FAS,55692,6,MMM
10,50,wet bulk,Nusku,none,CIF,145293,6,MMM
10,100,dry bulk,Nusku,none,CIF,231495,6,MMM
10,50,dry bulk,Nusku,flamable,CIF,127743,6,MMM
10,10,wet bulk,Nusku,fragile,CIF,33345,6,MMM
10,30,break bulk,Nusku,fragile+++,FOB,93322,6,MMM
10,70,dry bulk,Prometheus,fragile++,FOB,104902,2,f
10,50,container,Prometheus,valuable+++,DEQ,54409,2,f
10,40,dry bulk,Prometheus,none,DFD,47594,2,f
10,60,break bulk,Prometheus,none,CIF,63360,2,f
10,20,container,Prometheus,living,CIF,33540,2,f
10,30,container,Prometheus,none,EXW,31225,2,f
10,50,break bulk,Prometheus,none,FOB,54209,2,f
10,20,wet bulk,Prometheus,none,CIF,28341,2,f
10,30,dry bulk,Prometheus,fragile++,CIF,28240,2,f
10,40,dry bulk,Prometheus,flamable+,CIF,61244,2,f
10,80,RO/RO,Prometheus,none,FOB,59112,2,f
10,90,break bulk,Prometheus,flamable++,DES,91202,2,f
10,40,break bulk,Prometheus,perishable,DEQ,47594,2,f
10,10,dry bulk,Peraspera,none,CIF,11700,2,f
10,4,break bulk,Procyon,none,FOB,7858,4,ff
10,3,dry bulk,Procyon,biohazard+,DEQ,9827,4,ff
11,5,container,Junction,radioactive+++,DES,8547,2,f
11,10,break bulk,Nusku,fragile++,CIF,31493,6,MMM
11,20,wet bulk,Nusku,none,FOB,75582,6,MMM
11,30,break bulk,Nusku,corrosive+++,DES,86534,6,MMM
11,2,break bulk,Hades,fragile+++,CIF,6552,4,f-
11,50,RO/RO,Prometheus,living++,CIF,42853,2,f
11,100,break bulk,Prometheus,none,CIF,72739,2,f
11,20,dry bulk,Prometheus,perishable,DEQ,24297,2,f
11,50,break bulk,Prometheus,none,CIF,37562,2,f
11,60,break bulk,Prometheus,living+++,DES,61116,2,f
11,60,break bulk,Prometheus,none,CIF,78960,2,f
11,20,break bulk,Prometheus,perishable++,DFD,40066,2,f
11,100,wet bulk,Prometheus,perishable+,CIF,90026,2,f
11,50,RO/RO,Prometheus,none,FOB,48034,2,f
11,30,break bulk,Prometheus,radioactive+,FAS,21045,2,f
11,40,dry bulk,Prometheus,none,CIF,34928,2,f
11,30,wet bulk,Prometheus,perishable+,DFD,33874,2,f
11,3,break bulk,Ys,fragile++,FAS,11060,6,fff
12,4,break bulk,Hephaistos,none,CIF,16189,5,f--
12,5,RO/RO,Hephaistos,none,FOB,14594,5,f--
12,70,break bulk,Nusku,none,DEQ,206929,6,MMM
12,70,dry bulk,Nusku,none,CIF,245178,6,MMM
12,20,wet bulk,Nusku,perishable+,CIF,99294,6,MMM
12,50,wet bulk,Nusku,none,CIF,92643,6,MMM
12,50,break bulk,Nusku,none,DFD,107052,6,MMM
12,70,dry bulk,Prometheus,valuable++,CIF,119235,2,f
12,30,break bulk,Prometheus,flamable,CIF,40545,2,f
12,10,break bulk,Prometheus,fragile+++,DFD,11213,2,f
12,60,RO/RO,Prometheus,none,CIF,71160,2,f
12,10,dry bulk,Prometheus,corrosive++,CIF,11603,2,f
12,10,break bulk,Prometheus,none,CIF,14301,2,f
12,80,break bulk,Prometheus,none,CIF,72623,2,f
12,20,dry bulk,Prometheus,flamable+,CIF,29758,2,f
12,40,dry bulk,Prometheus,none,DEQ,47594,2,f
12,30,break bulk,Prometheus,flamable++,DFD,35414,2,f
12,40,wet bulk,Prometheus,none,CIF,50528,2,f
12,50,break bulk,Prometheus,fragile+++,DEQ,43197,2,f
12,60,dry bulk,Prometheus,fragile+++,CIF,65406,2,f
12,40,break bulk,Prometheus,valuable+++,CIF,32701,2,f
12,60,break bulk,Prometheus,radioactive,DFD,91146,2,f
12,40,break bulk,Prometheus,none,CIF,42728,2,f
12,50,dry bulk,Prometheus,flamable+,CIF,42853,2,f
12,30,RO/RO,Prometheus,none,CIF,38595,2,f
12,20,dry bulk,Prometheus,explosive+++,FAS,32487,2,f
12,70,dry bulk,Prometheus,none,DES,63507,2,f
12,50,break bulk,Prometheus,none,CIF,57062,2,f
12,70,break bulk,Prometheus,none,CIF,68057,2,f
12,40,break bulk,Prometheus,none,FOB,43061,2,f
13,30,wet bulk,Nusku,none,DES,77880,6,MMM
13,50,dry bulk,Nusku,none,CIF,118968,6,MMM
13,70,break bulk,Nusku,perishable++,CIF,310669,6,MMM
13,6,break bulk,Inferno,none,DFD,21403,5,f--
13,20,break bulk,Prometheus,none,DFD,24297,2,f
13,50,wet bulk,Prometheus,none,CIF,40812,2,f
13,50,dry bulk,Prometheus,explosive,CIF,24562,2,f
13,60,break bulk,Prometheus,none,CIF,71160,2,f
13,50,break bulk,Prometheus,fragile+,CIF,56503,2,f
13,40,wet bulk,Prometheus,perishable+++,FOB,53054,2,f
13,50,container,Prometheus,perishable,CIF,44062,2,f
13,60,break bulk,Prometheus,restricted,DES,108485,2,f
13,60,dry bulk,Prometheus,none,EXW,60534,2,f
13,60,break bulk,Prometheus,none,CIF,71160,2,f
13,80,break bulk,Prometheus,none,CIF,72623,2,f
13,30,dry bulk,Prometheus,none,DFD,34382,2,f
13,60,break bulk,Prometheus,radioactive,CIF,59460,2,f
13,70,wet bulk,Prometheus,none,FOB,64654,2,f
13,90,break bulk,Prometheus,none,EXW,74620,2,f
13,20,dry bulk,Prometheus,none,DFD,27027,2,f
13,100,wet bulk,Prometheus,none,CIF,92239,2,f
13,60,dry bulk,Prometheus,perishable+,CIF,62433,2,f
13,40,dry bulk,Prometheus,none,CIF,37528,2,f
13,70,break bulk,Prometheus,none,CIF,72607,2,f
13,20,break bulk,Prometheus,none,CIF,24440,2,f
13,50,break bulk,Prometheus,none,CIF,57062,2,f
13,70,wet bulk,Prometheus,none,CIF,99907,2,f
13,30,break bulk,Prometheus,none,CIF,24945,2,f
13,70,dry bulk,Prometheus,none,DEQ,85792,2,f
13,80,break bulk,Prometheus,perishable,DFD,79886,2,f
13,40,break bulk,Peraspera,fragile+,FOB,53128,2,f
14,2,break bulk,Sarpedon,none,CIF,10352,8,ffff
14,6,break bulk,Hephaistos,none,CIF,23510,5,f--
14,15,break bulk,Junction,none,CIF,22230,2,f
14,30,break bulk,Junction,restricted+,FOB,115378,2,f
14,40,break bulk,Junction,perishable+,CIF,50324,2,f
14,25,wet bulk,Barnard,perishable++,CIF,17588,2,M
14,30,break bulk,Barnard,fragile+++,DFD,33908,2,M
14,20,break bulk,Nusku,none,DEQ,80769,6,MMM
14,60,break bulk,Nusku,none,CIF,150011,6,MMM
14,100,dry bulk,Nusku,none,CIF,249045,6,MMM
14,80,break bulk,Nusku,living,CIF,208644,6,MMM
14,40,container,Nusku,none,CIF,81242,6,MMM
14,10,break bulk,Nusku,none,CIF,27770,6,MMM
14,60,dry bulk,Nusku,none,CIF,159228,6,MMM
14,40,break bulk,Nusku,none,DEQ,134034,6,MMM
14,20,break bulk,Nusku,living++,DFD,86903,6,MMM
14,30,break bulk,Nusku,none,CIF,92091,6,MMM
14,60,break bulk,Nusku,none,CIF,139626,6,MMM
14,10,RO/RO,Nusku,perishable++,CIF,29313,6,MMM
14,60,break bulk,Nusku,explosive+++,DFD,105724,6,MMM
14,50,dry bulk,Nusku,none,CIF,118899,6,MMM
14,20,break bulk,Nusku,biohazard+++,CIF,71874,6,MMM
14,40,break bulk,Nusku,none,CIF,100844,6,MMM
14,50,wet bulk,Nusku,none,FOB,73725,6,MMM
14,3,break bulk,Inferno,flamable,DEQ,8055,5,f--
14,7,break bulk,Hades,corrosive++,CIF,16898,4,f-
14,4,wet bulk,Hades,none,CIF,11571,4,f-
14,8,wet bulk,Hades,none,FOB,20232,4,f-
14,30,wet bulk,Prometheus,none,FOB,25550,2,f
14,60,break bulk,Prometheus,flamable,FAS,75012,2,f
14,90,RO/RO,Prometheus,none,CIF,36111,2,f
14,40,break bulk,Prometheus,none,CIF,40128,2,f
14,50,break bulk,Prometheus,flamable+,FAS,34312,2,f
14,40,container,Prometheus,fragile,CIF,45328,2,f
14,60,wet bulk,Prometheus,none,CIF,71160,2,f
14,50,wet bulk,Prometheus,none,DFD,49678,2,f
14,10,dry bulk,Prometheus,none,CIF,9100,2,f
14,40,break bulk,Prometheus,none,FOB,35651,2,f
14,30,dry bulk,Prometheus,corrosive,CIF,24945,2,f
14,50,wet bulk,Prometheus,biohazard+++,CIF,41319,2,f
14,80,container,Prometheus,none,CIF,67423,2,f
14,20,break bulk,Prometheus,none,CIF,33540,2,f
14,60,break bulk,Prometheus,none,DEQ,66528,2,f
14,40,break bulk,Prometheus,none,DEQ,55784,2,f
14,50,container,Prometheus,living+++,CIF,34169,2,f
14,40,break bulk,Prometheus,none,DEQ,42134,2,f
14,20,break bulk,Prometheus,none,CIF,20540,2,f
14,30,dry bulk,Prometheus,fragile+++,FOB,34382,2,f
